"Page: 120  March 12, 2015"
""
"L.215 Depository Institution Loans Not Elsewhere Classified 1"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"Financial business; depository institution loans n.e.c.; asset","    2001.2","    2147.8","    2322.7","    2508.8","    2816.9","    2424.8","    2508.8","    2560.7","    2652.4","    2696.3","    2816.9","    1",
"Households and nonprofit organizations; depository institution loans n.e.c.; liability","      61.0","      11.5","      62.6","      92.7","     222.0","      92.3","      92.7","     123.0","     168.4","     189.6","     222.0","    2",
"Nonfinancial corporate business; depository institution loans n.e.c.; liability","     477.1","     546.0","     607.9","     654.4","     715.8","     627.0","     654.4","     654.3","     675.6","     682.6","     715.8","    3",
"Nonfinancial noncorporate business; depository institution loans n.e.c.; liability","     927.4","     984.2","    1072.2","    1121.8","    1217.3","    1105.9","    1121.8","    1132.1","    1170.8","    1184.6","    1217.3","    4",
"Financial business; depository institution loans n.e.c.; liability","     373.6","     400.8","     342.3","     363.2","     356.2","     337.1","     363.2","     360.8","     333.1","     342.6","     356.2","    5",
"Finance companies; depository institution loans n.e.c.; liability","      91.5","     102.1","     118.5","     128.6","     137.2","     126.7","     128.6","     125.2","     123.0","     130.2","     137.2","    6",
"Real estate investment trusts; depository institution loans n.e.c.; liability","      18.4","      23.0","      27.0","      24.0","      24.7","      27.6","      24.0","      27.0","      24.0","      24.5","      24.7","    7",
"Security brokers and dealers; depository institution loans n.e.c.; liability","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","    8",
"Holding companies; depository institution loans n.e.c.; liability","     190.3","     254.3","     196.8","     210.6","     194.2","     182.8","     210.6","     208.6","     186.2","     187.9","     194.2","    9",
"Monetary authority; depository institution loans n.e.c. to funding corporations; asset","      73.4","      21.5","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","   10",
"Rest of the world; depository institution loans n.e.c.; liability","     162.0","     205.2","     237.7","     276.7","     305.7","     262.5","     276.7","     290.5","     304.5","     296.9","     305.7","   11",
"Rest of the world; depository institution loans n.e.c. to foreign official institutions; liability","       6.6","       5.4","       6.2","       7.1","       8.2","       6.6","       7.1","       6.4","       7.5","       7.4","       8.2","   12",
"Rest of the world; depository institution loans n.e.c. to foreign banks; liability","      53.0","      69.8","      70.4","      90.5","      90.1","      86.8","      90.5","      92.0","      98.7","      89.3","      90.1","   13",
"Rest of the world; depository institution loans n.e.c. to foreigners other than foreign official institutions and foreign banks; liability","     102.4","     130.0","     161.0","     179.1","     207.4","     169.1","     179.1","     192.0","     198.4","     200.3","     207.4","   14",
"Financial business; depository institution loans n.e.c.; asset","    2001.2","    2147.8","    2322.7","    2508.8","    2816.9","    2424.8","    2508.8","    2560.7","    2652.4","    2696.3","    2816.9","   15",
"Monetary authority; depository institution loans n.e.c.; asset","      98.1","      30.5","       0.6","       0.1","       0.0","       0.1","       0.1","       0.1","       0.0","       0.0","       0.0","   16",
"U.S.-chartered depository institutions, including IBFs; depository institution loans n.e.c.; asset","    1425.9","    1589.6","    1797.1","    1933.5","    2175.1","    1869.5","    1933.5","    1969.6","    2050.8","    2086.8","    2175.1","   17",
"Foreign banking offices in the U.S.; depository institution loans n.e.c.; asset","     424.2","     467.1","     463.4","     507.2","     571.1","     490.9","     507.2","     524.0","     534.6","     539.7","     571.1","   18",
"Banks in U.S.-affiliated areas; depository institution loans n.e.c.; asset","      16.1","      17.1","      18.1","      19.4","      17.1","      19.5","      19.4","      19.2","      18.1","      17.4","      17.1","   19",
"Credit unions; depository institution loans n.e.c.; asset","      36.9","      43.5","      43.6","      48.7","      53.6","      44.9","      48.7","      47.9","      48.9","      52.4","      53.6","   20",
