"Page: 112  March 12, 2015"
""
"L.206 Money Market Mutual Fund Shares"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"Money market mutual funds; total financial assets","    2755.4","    2642.5","    2649.6","    2678.5","    2688.1","    2637.3","    2678.5","    2592.5","    2522.4","    2565.4","    2688.1","    1",
"Households and nonprofit organizations; money market mutual fund shares; asset","    1129.3","    1115.9","    1110.2","    1135.7","    1119.9","    1094.5","    1135.7","    1099.2","    1069.5","    1087.7","    1119.9","    2",
"Nonfinancial corporate business; money market mutual fund shares; asset","     497.8","     462.4","     480.6","     521.1","     555.5","     500.0","     521.1","     497.1","     493.4","     512.9","     555.5","    3",
"Nonfinancial noncorporate business; money market mutual fund shares; asset","      76.8","      77.7","      78.7","      80.4","      83.5","      79.9","      80.4","      80.9","      81.8","      82.4","      83.5","    4",
"State and local governments, excluding employee retirement funds; money market mutual fund shares; asset","     151.1","     153.0","     158.7","     163.3","     165.8","     162.8","     163.3","     166.3","     165.4","     164.0","     165.8","    5",
"Property-casualty insurance companies; money market mutual fund shares; asset","      25.6","      20.0","      22.3","      20.0","      21.7","      18.1","      20.0","      18.2","      20.0","      21.1","      21.7","    6",
"Life insurance companies, general accounts; money market mutual fund shares; asset","      21.0","      28.8","      27.5","      21.6","      20.9","      21.6","      21.6","      20.2","      18.8","      19.2","      20.9","    7",
"Private pension funds; money market mutual fund shares; asset","     136.4","     152.9","     135.7","     137.9","     137.3","     137.6","     137.9","     136.4","     139.3","     137.2","     137.3","    8",
"State and local government employee retirement funds; money market mutual fund shares; asset","      43.5","      42.6","      39.1","      48.0","      39.2","      42.1","      48.0","      43.6","      40.3","      39.9","      39.2","    9",
"Funding corporations; money market mutual fund shares; asset","     604.1","     514.9","     499.9","     438.3","     426.0","     471.3","     438.3","     416.9","     379.8","     385.9","     426.0","   10",
"Rest of the world; U.S. money market mutual fund shares; asset","      69.8","      74.4","      96.9","     112.2","     118.5","     109.4","     112.2","     113.7","     114.0","     115.0","     118.5","   11",
