Codes:,land_net,inventories_income,accumulated_depreciation_income,land_income,inventories_net,accumulated_depreciation_net,depreciable_assets_net,depreciable_assets_income
1,957193458000.0,197039572000.0,1.214106307e+12,542677574000.0,304131610000.0,1.743125198e+12,5.313571562e+12,3.216140313e+12
11,55465705012.0,5847863988.05,46052450000.0,26758378012.0,11290745994.0,72483123000.0,111736098994.0,64519540006.0
111,24333867009.5,1546418785.31,27661057205.2,13964051009.5,2657674200.44,37593808000.0,53881219995.3,37138151209.9
1111,4866773401.9,309283757.062,5532211441.04,2792810201.9,531534840.088,7518761600.0,10776243999.1,7427630241.99
11111,695253343.129,44183393.866,790315920.148,398972885.986,75933548.584,1074108800.0,1539463428.44,1061090034.57
111110,695253343.129,44183393.866,790315920.148,398972885.986,75933548.584,1074108800.0,1539463428.44,1061090034.57
11112,695253343.129,44183393.866,790315920.148,398972885.986,75933548.584,1074108800.0,1539463428.44,1061090034.57
111120,695253343.129,44183393.866,790315920.148,398972885.986,75933548.584,1074108800.0,1539463428.44,1061090034.57
11113,695253343.129,44183393.866,790315920.148,398972885.986,75933548.584,1074108800.0,1539463428.44,1061090034.57
111130,695253343.129,44183393.866,790315920.148,398972885.986,75933548.584,1074108800.0,1539463428.44,1061090034.57
11114,695253343.129,44183393.866,790315920.148,398972885.986,75933548.584,1074108800.0,1539463428.44,1061090034.57
111140,695253343.129,44183393.866,790315920.148,398972885.986,75933548.584,1074108800.0,1539463428.44,1061090034.57
11115,695253343.129,44183393.866,790315920.148,398972885.986,75933548.584,1074108800.0,1539463428.44,1061090034.57
111150,695253343.129,44183393.866,790315920.148,398972885.986,75933548.584,1074108800.0,1539463428.44,1061090034.57
11116,695253343.129,44183393.866,790315920.148,398972885.986,75933548.584,1074108800.0,1539463428.44,1061090034.57
111160,695253343.129,44183393.866,790315920.148,398972885.986,75933548.584,1074108800.0,1539463428.44,1061090034.57
11119,695253343.129,44183393.866,790315920.148,398972885.986,75933548.584,1074108800.0,1539463428.44,1061090034.57
111191,347626671.564,22091696.933,395157960.074,199486442.993,37966774.292,537054400.0,769731714.218,530545017.285
111199,347626671.564,22091696.933,395157960.074,199486442.993,37966774.292,537054400.0,769731714.218,530545017.285
1112,4866773401.9,309283757.062,5532211441.04,2792810201.9,531534840.088,7518761600.0,10776243999.1,7427630241.99
11121,4866773401.9,309283757.062,5532211441.04,2792810201.9,531534840.088,7518761600.0,10776243999.1,7427630241.99
111211,2433386700.95,154641878.531,2766105720.52,1396405100.95,265767420.044,3759380800.0,5388121999.53,3713815120.99
111219,2433386700.95,154641878.531,2766105720.52,1396405100.95,265767420.044,3759380800.0,5388121999.53,3713815120.99
1113,4866773401.9,309283757.062,5532211441.04,2792810201.9,531534840.088,7518761600.0,10776243999.1,7427630241.99
11131,1622257800.63,103094585.687,1844070480.35,930936733.967,177178280.029,2506253866.67,3592081333.02,2475876747.33
111310,1622257800.63,103094585.687,1844070480.35,930936733.967,177178280.029,2506253866.67,3592081333.02,2475876747.33
11132,1622257800.63,103094585.687,1844070480.35,930936733.967,177178280.029,2506253866.67,3592081333.02,2475876747.33
111320,1622257800.63,103094585.687,1844070480.35,930936733.967,177178280.029,2506253866.67,3592081333.02,2475876747.33
11133,1622257800.63,103094585.687,1844070480.35,930936733.967,177178280.029,2506253866.67,3592081333.02,2475876747.33
111331,231751114.376,14727797.9553,263438640.049,132990961.995,25311182.8613,358036266.667,513154476.145,353696678.19
111332,231751114.376,14727797.9553,263438640.049,132990961.995,25311182.8613,358036266.667,513154476.145,353696678.19
111333,231751114.376,14727797.9553,263438640.049,132990961.995,25311182.8613,358036266.667,513154476.145,353696678.19
111334,231751114.376,14727797.9553,263438640.049,132990961.995,25311182.8613,358036266.667,513154476.145,353696678.19
111335,231751114.376,14727797.9553,263438640.049,132990961.995,25311182.8613,358036266.667,513154476.145,353696678.19
111336,231751114.376,14727797.9553,263438640.049,132990961.995,25311182.8613,358036266.667,513154476.145,353696678.19
111339,231751114.376,14727797.9553,263438640.049,132990961.995,25311182.8613,358036266.667,513154476.145,353696678.19
1114,4866773401.9,309283757.062,5532211441.04,2792810201.9,531534840.088,7518761600.0,10776243999.1,7427630241.99
11141,2433386700.95,154641878.531,2766105720.52,1396405100.95,265767420.044,3759380800.0,5388121999.53,3713815120.99
111411,1216693350.47,77320939.2656,1383052860.26,698202550.475,132883710.022,1879690400.0,2694060999.76,1856907560.5
111419,1216693350.47,77320939.2656,1383052860.26,698202550.475,132883710.022,1879690400.0,2694060999.76,1856907560.5
11142,2433386700.95,154641878.531,2766105720.52,1396405100.95,265767420.044,3759380800.0,5388121999.53,3713815120.99
111421,1216693350.47,77320939.2656,1383052860.26,698202550.475,132883710.022,1879690400.0,2694060999.76,1856907560.5
111422,1216693350.47,77320939.2656,1383052860.26,698202550.475,132883710.022,1879690400.0,2694060999.76,1856907560.5
1119,4866773401.9,309283757.062,5532211441.04,2792810201.9,531534840.088,7518761600.0,10776243999.1,7427630241.99
11191,973354680.38,61856751.4125,1106442288.21,558562040.38,106306968.018,1503752320.0,2155248799.81,1485526048.4
111910,973354680.38,61856751.4125,1106442288.21,558562040.38,106306968.018,1503752320.0,2155248799.81,1485526048.4
11192,973354680.38,61856751.4125,1106442288.21,558562040.38,106306968.018,1503752320.0,2155248799.81,1485526048.4
111920,973354680.38,61856751.4125,1106442288.21,558562040.38,106306968.018,1503752320.0,2155248799.81,1485526048.4
11193,973354680.38,61856751.4125,1106442288.21,558562040.38,106306968.018,1503752320.0,2155248799.81,1485526048.4
111930,973354680.38,61856751.4125,1106442288.21,558562040.38,106306968.018,1503752320.0,2155248799.81,1485526048.4
11194,973354680.38,61856751.4125,1106442288.21,558562040.38,106306968.018,1503752320.0,2155248799.81,1485526048.4
111940,973354680.38,61856751.4125,1106442288.21,558562040.38,106306968.018,1503752320.0,2155248799.81,1485526048.4
11199,973354680.38,61856751.4125,1106442288.21,558562040.38,106306968.018,1503752320.0,2155248799.81,1485526048.4
111991,324451560.127,20618917.1375,368814096.069,186187346.793,35435656.0059,501250773.333,718416266.603,495175349.466
111992,324451560.127,20618917.1375,368814096.069,186187346.793,35435656.0059,501250773.333,718416266.603,495175349.466
111998,324451560.127,20618917.1375,368814096.069,186187346.793,35435656.0059,501250773.333,718416266.603,495175349.466
112,19252206000.0,3190456000.0,14614786000.0,6687500000.0,7084228000.0,29526765000.0,48550449000.0,20612706000.0
1121,3208701000.0,531742666.667,2435797666.67,1114583333.33,1180704666.67,4921127500.0,8091741500.0,3435451000.0
11211,1069567000.0,177247555.556,811932555.556,371527777.778,393568222.222,1640375833.33,2697247166.67,1145150333.33
112111,534783500.0,88623777.7778,405966277.778,185763888.889,196784111.111,820187916.667,1348623583.33,572575166.667
112112,534783500.0,88623777.7778,405966277.778,185763888.889,196784111.111,820187916.667,1348623583.33,572575166.667
11212,1069567000.0,177247555.556,811932555.556,371527777.778,393568222.222,1640375833.33,2697247166.67,1145150333.33
112120,1069567000.0,177247555.556,811932555.556,371527777.778,393568222.222,1640375833.33,2697247166.67,1145150333.33
11213,1069567000.0,177247555.556,811932555.556,371527777.778,393568222.222,1640375833.33,2697247166.67,1145150333.33
112130,1069567000.0,177247555.556,811932555.556,371527777.778,393568222.222,1640375833.33,2697247166.67,1145150333.33
1122,3208701000.0,531742666.667,2435797666.67,1114583333.33,1180704666.67,4921127500.0,8091741500.0,3435451000.0
11221,3208701000.0,531742666.667,2435797666.67,1114583333.33,1180704666.67,4921127500.0,8091741500.0,3435451000.0
112210,3208701000.0,531742666.667,2435797666.67,1114583333.33,1180704666.67,4921127500.0,8091741500.0,3435451000.0
1123,3208701000.0,531742666.667,2435797666.67,1114583333.33,1180704666.67,4921127500.0,8091741500.0,3435451000.0
11231,641740200.0,106348533.333,487159533.333,222916666.667,236140933.333,984225500.0,1618348300.0,687090200.0
112310,641740200.0,106348533.333,487159533.333,222916666.667,236140933.333,984225500.0,1618348300.0,687090200.0
11232,641740200.0,106348533.333,487159533.333,222916666.667,236140933.333,984225500.0,1618348300.0,687090200.0
112320,641740200.0,106348533.333,487159533.333,222916666.667,236140933.333,984225500.0,1618348300.0,687090200.0
11233,641740200.0,106348533.333,487159533.333,222916666.667,236140933.333,984225500.0,1618348300.0,687090200.0
112330,641740200.0,106348533.333,487159533.333,222916666.667,236140933.333,984225500.0,1618348300.0,687090200.0
11234,641740200.0,106348533.333,487159533.333,222916666.667,236140933.333,984225500.0,1618348300.0,687090200.0
112340,641740200.0,106348533.333,487159533.333,222916666.667,236140933.333,984225500.0,1618348300.0,687090200.0
11239,641740200.0,106348533.333,487159533.333,222916666.667,236140933.333,984225500.0,1618348300.0,687090200.0
112390,641740200.0,106348533.333,487159533.333,222916666.667,236140933.333,984225500.0,1618348300.0,687090200.0
1124,3208701000.0,531742666.667,2435797666.67,1114583333.33,1180704666.67,4921127500.0,8091741500.0,3435451000.0
11241,1604350500.0,265871333.333,1217898833.33,557291666.667,590352333.333,2460563750.0,4045870750.0,1717725500.0
112410,1604350500.0,265871333.333,1217898833.33,557291666.667,590352333.333,2460563750.0,4045870750.0,1717725500.0
11242,1604350500.0,265871333.333,1217898833.33,557291666.667,590352333.333,2460563750.0,4045870750.0,1717725500.0
112420,1604350500.0,265871333.333,1217898833.33,557291666.667,590352333.333,2460563750.0,4045870750.0,1717725500.0
1125,3208701000.0,531742666.667,2435797666.67,1114583333.33,1180704666.67,4921127500.0,8091741500.0,3435451000.0
11251,3208701000.0,531742666.667,2435797666.67,1114583333.33,1180704666.67,4921127500.0,8091741500.0,3435451000.0
112511,1069567000.0,177247555.556,811932555.556,371527777.778,393568222.222,1640375833.33,2697247166.67,1145150333.33
112512,1069567000.0,177247555.556,811932555.556,371527777.778,393568222.222,1640375833.33,2697247166.67,1145150333.33
112519,1069567000.0,177247555.556,811932555.556,371527777.778,393568222.222,1640375833.33,2697247166.67,1145150333.33
1129,3208701000.0,531742666.667,2435797666.67,1114583333.33,1180704666.67,4921127500.0,8091741500.0,3435451000.0
11291,802175250.0,132935666.667,608949416.667,278645833.333,295176166.667,1230281875.0,2022935375.0,858862750.0
112910,802175250.0,132935666.667,608949416.667,278645833.333,295176166.667,1230281875.0,2022935375.0,858862750.0
11292,802175250.0,132935666.667,608949416.667,278645833.333,295176166.667,1230281875.0,2022935375.0,858862750.0
112920,802175250.0,132935666.667,608949416.667,278645833.333,295176166.667,1230281875.0,2022935375.0,858862750.0
11293,802175250.0,132935666.667,608949416.667,278645833.333,295176166.667,1230281875.0,2022935375.0,858862750.0
112930,802175250.0,132935666.667,608949416.667,278645833.333,295176166.667,1230281875.0,2022935375.0,858862750.0
11299,802175250.0,132935666.667,608949416.667,278645833.333,295176166.667,1230281875.0,2022935375.0,858862750.0
112990,802175250.0,132935666.667,608949416.667,278645833.333,295176166.667,1230281875.0,2022935375.0,858862750.0
113,10185175000.9,54881075.0377,577554924.055,5286554000.91,177262923.601,1183150000.0,1942941999.55,874491924.508
1131,3395058333.64,18293691.6792,192518308.018,1762184666.97,59087641.2003,394383333.333,647647333.182,291497308.169
11311,3395058333.64,18293691.6792,192518308.018,1762184666.97,59087641.2003,394383333.333,647647333.182,291497308.169
113110,3395058333.64,18293691.6792,192518308.018,1762184666.97,59087641.2003,394383333.333,647647333.182,291497308.169
1132,3395058333.64,18293691.6792,192518308.018,1762184666.97,59087641.2003,394383333.333,647647333.182,291497308.169
11321,3395058333.64,18293691.6792,192518308.018,1762184666.97,59087641.2003,394383333.333,647647333.182,291497308.169
113210,3395058333.64,18293691.6792,192518308.018,1762184666.97,59087641.2003,394383333.333,647647333.182,291497308.169
1133,3395058333.64,18293691.6792,192518308.018,1762184666.97,59087641.2003,394383333.333,647647333.182,291497308.169
11331,3395058333.64,18293691.6792,192518308.018,1762184666.97,59087641.2003,394383333.333,647647333.182,291497308.169
113310,3395058333.64,18293691.6792,192518308.018,1762184666.97,59087641.2003,394383333.333,647647333.182,291497308.169
114,158626001.545,41292127.6989,643423870.756,1.54469959528,41291869.984,734587000.0,1757716999.23,1552861871.53
1141,79313000.7723,20646063.8495,321711935.378,0.77234979764,20645934.992,367293500.0,878858499.614,776430935.764
11411,79313000.7723,20646063.8495,321711935.378,0.77234979764,20645934.992,367293500.0,878858499.614,776430935.764
114111,26437666.9241,6882021.28315,107237311.793,0.257449932547,6881978.33067,122431166.667,292952833.205,258810311.921
114112,26437666.9241,6882021.28315,107237311.793,0.257449932547,6881978.33067,122431166.667,292952833.205,258810311.921
114119,26437666.9241,6882021.28315,107237311.793,0.257449932547,6881978.33067,122431166.667,292952833.205,258810311.921
1142,79313000.7723,20646063.8495,321711935.378,0.77234979764,20645934.992,367293500.0,878858499.614,776430935.764
11421,79313000.7723,20646063.8495,321711935.378,0.77234979764,20645934.992,367293500.0,878858499.614,776430935.764
114210,79313000.7723,20646063.8495,321711935.378,0.77234979764,20645934.992,367293500.0,878858499.614,776430935.764
115,1535831000.0,1014816000.0,2555628000.0,820273000.0,1330289000.0,3444813000.0,5603771000.0,4341329000.0
1151,511943666.667,338272000.0,851876000.0,273424333.333,443429666.667,1148271000.0,1867923666.67,1447109666.67
11511,511943666.667,338272000.0,851876000.0,273424333.333,443429666.667,1148271000.0,1867923666.67,1447109666.67
115111,85323944.4444,56378666.6667,141979333.333,45570722.2222,73904944.4444,191378500.0,311320611.111,241184944.444
115112,85323944.4444,56378666.6667,141979333.333,45570722.2222,73904944.4444,191378500.0,311320611.111,241184944.444
115113,85323944.4444,56378666.6667,141979333.333,45570722.2222,73904944.4444,191378500.0,311320611.111,241184944.444
115114,85323944.4444,56378666.6667,141979333.333,45570722.2222,73904944.4444,191378500.0,311320611.111,241184944.444
115115,85323944.4444,56378666.6667,141979333.333,45570722.2222,73904944.4444,191378500.0,311320611.111,241184944.444
115116,85323944.4444,56378666.6667,141979333.333,45570722.2222,73904944.4444,191378500.0,311320611.111,241184944.444
1152,511943666.667,338272000.0,851876000.0,273424333.333,443429666.667,1148271000.0,1867923666.67,1447109666.67
11521,511943666.667,338272000.0,851876000.0,273424333.333,443429666.667,1148271000.0,1867923666.67,1447109666.67
115210,511943666.667,338272000.0,851876000.0,273424333.333,443429666.667,1148271000.0,1867923666.67,1447109666.67
1153,511943666.667,338272000.0,851876000.0,273424333.333,443429666.667,1148271000.0,1867923666.67,1447109666.67
11531,511943666.667,338272000.0,851876000.0,273424333.333,443429666.667,1148271000.0,1867923666.67,1447109666.67
115310,511943666.667,338272000.0,851876000.0,273424333.333,443429666.667,1148271000.0,1867923666.67,1447109666.67
21,4913957042.2,4125581957.8,75984852000.0,3153599042.2,5414946978.9,96817060000.0,219038819979.0,160282227021.0
211,2334895014.07,1360779319.27,61230846000.0,2028766014.07,1671122326.3,77114905333.3,174189778993.0,131035179007.0
2111,2334895014.07,1360779319.27,61230846000.0,2028766014.07,1671122326.3,77114905333.3,174189778993.0,131035179007.0
21111,2334895014.07,1360779319.27,61230846000.0,2028766014.07,1671122326.3,77114905333.3,174189778993.0,131035179007.0
211111,1167447507.03,680389659.633,30615423000.0,1014383007.03,835561163.15,38557452666.7,87094889496.5,65517589503.5
211112,1167447507.03,680389659.633,30615423000.0,1014383007.03,835561163.15,38557452666.7,87094889496.5,65517589503.5
212,2433634014.07,2354002319.27,10323910000.0,1083088014.07,3202289326.3,13525601333.3,30935333993.0,20705946007.0
2121,811211338.022,784667439.755,3441303333.33,361029338.022,1067429775.43,4508533777.78,10311777997.7,6901982002.34
21211,811211338.022,784667439.755,3441303333.33,361029338.022,1067429775.43,4508533777.78,10311777997.7,6901982002.34
212111,270403779.341,261555813.252,1147101111.11,120343112.674,355809925.144,1502844592.59,3437259332.55,2300660667.45
212112,270403779.341,261555813.252,1147101111.11,120343112.674,355809925.144,1502844592.59,3437259332.55,2300660667.45
212113,270403779.341,261555813.252,1147101111.11,120343112.674,355809925.144,1502844592.59,3437259332.55,2300660667.45
2122,811211338.022,784667439.755,3441303333.33,361029338.022,1067429775.43,4508533777.78,10311777997.7,6901982002.34
21221,202802834.506,196166859.939,860325833.333,90257334.5056,266857443.858,1127133444.44,2577944499.41,1725495500.59
212210,202802834.506,196166859.939,860325833.333,90257334.5056,266857443.858,1127133444.44,2577944499.41,1725495500.59
21222,202802834.506,196166859.939,860325833.333,90257334.5056,266857443.858,1127133444.44,2577944499.41,1725495500.59
212221,101401417.253,98083429.9694,430162916.667,45128667.2528,133428721.929,563566722.222,1288972249.71,862747750.293
212222,101401417.253,98083429.9694,430162916.667,45128667.2528,133428721.929,563566722.222,1288972249.71,862747750.293
21223,202802834.506,196166859.939,860325833.333,90257334.5056,266857443.858,1127133444.44,2577944499.41,1725495500.59
212231,101401417.253,98083429.9694,430162916.667,45128667.2528,133428721.929,563566722.222,1288972249.71,862747750.293
212234,101401417.253,98083429.9694,430162916.667,45128667.2528,133428721.929,563566722.222,1288972249.71,862747750.293
21229,202802834.506,196166859.939,860325833.333,90257334.5056,266857443.858,1127133444.44,2577944499.41,1725495500.59
212291,101401417.253,98083429.9694,430162916.667,45128667.2528,133428721.929,563566722.222,1288972249.71,862747750.293
212299,101401417.253,98083429.9694,430162916.667,45128667.2528,133428721.929,563566722.222,1288972249.71,862747750.293
2123,811211338.022,784667439.755,3441303333.33,361029338.022,1067429775.43,4508533777.78,10311777997.7,6901982002.34
21231,270403779.341,261555813.252,1147101111.11,120343112.674,355809925.144,1502844592.59,3437259332.55,2300660667.45
212311,67600944.8352,65388953.313,286775277.778,30085778.1685,88952481.2861,375711148.148,859314833.138,575165166.862
212312,67600944.8352,65388953.313,286775277.778,30085778.1685,88952481.2861,375711148.148,859314833.138,575165166.862
212313,67600944.8352,65388953.313,286775277.778,30085778.1685,88952481.2861,375711148.148,859314833.138,575165166.862
212319,67600944.8352,65388953.313,286775277.778,30085778.1685,88952481.2861,375711148.148,859314833.138,575165166.862
21232,270403779.341,261555813.252,1147101111.11,120343112.674,355809925.144,1502844592.59,3437259332.55,2300660667.45
212321,67600944.8352,65388953.313,286775277.778,30085778.1685,88952481.2861,375711148.148,859314833.138,575165166.862
212322,67600944.8352,65388953.313,286775277.778,30085778.1685,88952481.2861,375711148.148,859314833.138,575165166.862
212324,67600944.8352,65388953.313,286775277.778,30085778.1685,88952481.2861,375711148.148,859314833.138,575165166.862
212325,67600944.8352,65388953.313,286775277.778,30085778.1685,88952481.2861,375711148.148,859314833.138,575165166.862
21239,270403779.341,261555813.252,1147101111.11,120343112.674,355809925.144,1502844592.59,3437259332.55,2300660667.45
212391,67600944.8352,65388953.313,286775277.778,30085778.1685,88952481.2861,375711148.148,859314833.138,575165166.862
212392,67600944.8352,65388953.313,286775277.778,30085778.1685,88952481.2861,375711148.148,859314833.138,575165166.862
212393,67600944.8352,65388953.313,286775277.778,30085778.1685,88952481.2861,375711148.148,859314833.138,575165166.862
212399,67600944.8352,65388953.313,286775277.778,30085778.1685,88952481.2861,375711148.148,859314833.138,575165166.862
213,145428014.067,410800319.266,4430096000.0,41745014.0669,541535326.3,6176553333.33,13913706993.0,8541102007.03
2131,145428014.067,410800319.266,4430096000.0,41745014.0669,541535326.3,6176553333.33,13913706993.0,8541102007.03
21311,145428014.067,410800319.266,4430096000.0,41745014.0669,541535326.3,6176553333.33,13913706993.0,8541102007.03
213111,29085602.8134,82160063.8533,886019200.0,8349002.81338,108307065.26,1235310666.67,2782741398.59,1708220401.41
213112,29085602.8134,82160063.8533,886019200.0,8349002.81338,108307065.26,1235310666.67,2782741398.59,1708220401.41
213113,29085602.8134,82160063.8533,886019200.0,8349002.81338,108307065.26,1235310666.67,2782741398.59,1708220401.41
213114,29085602.8134,82160063.8533,886019200.0,8349002.81338,108307065.26,1235310666.67,2782741398.59,1708220401.41
213115,29085602.8134,82160063.8533,886019200.0,8349002.81338,108307065.26,1235310666.67,2782741398.59,1708220401.41
22,996951087.829,2023861912.17,31883999000.0,494656087.829,2417840956.09,47383418000.0,191714135956.0,102233003044.0
221,996951087.829,2023861912.17,31883999000.0,494656087.829,2417840956.09,47383418000.0,191714135956.0,102233003044.0
2212,996951087.829,2023861912.17,31883999000.0,494656087.829,2417840956.09,47383418000.0,191714135956.0,102233003044.0
22121,996951087.829,2023861912.17,31883999000.0,494656087.829,2417840956.09,47383418000.0,191714135956.0,102233003044.0
221210,996951087.829,2023861912.17,31883999000.0,494656087.829,2417840956.09,47383418000.0,191714135956.0,102233003044.0
23,13374647030.8,14197210969.2,10569281000.0,2996685030.85,36296837984.6,17457589000.0,37538898984.6,18869988015.4
236,9006837007.57,10510709992.4,2375675000.0,1806865007.57,23665826241.7,3894507000.0,11345491241.7,4727623758.3
2361,4503418503.79,5255354996.21,1187837500.0,903432503.786,11832913120.9,1947253500.0,5672745620.85,2363811879.15
23611,4503418503.79,5255354996.21,1187837500.0,903432503.786,11832913120.9,1947253500.0,5672745620.85,2363811879.15
236115,1125854625.95,1313838749.05,296959375.0,225858125.947,2958228280.21,486813375.0,1418186405.21,590952969.787
236116,1125854625.95,1313838749.05,296959375.0,225858125.947,2958228280.21,486813375.0,1418186405.21,590952969.787
236117,1125854625.95,1313838749.05,296959375.0,225858125.947,2958228280.21,486813375.0,1418186405.21,590952969.787
236118,1125854625.95,1313838749.05,296959375.0,225858125.947,2958228280.21,486813375.0,1418186405.21,590952969.787
2362,4503418503.79,5255354996.21,1187837500.0,903432503.786,11832913120.9,1947253500.0,5672745620.85,2363811879.15
23621,2251709251.89,2627677498.11,593918750.0,451716251.893,5916456560.43,973626750.0,2836372810.43,1181905939.57
236210,2251709251.89,2627677498.11,593918750.0,451716251.893,5916456560.43,973626750.0,2836372810.43,1181905939.57
23622,2251709251.89,2627677498.11,593918750.0,451716251.893,5916456560.43,973626750.0,2836372810.43,1181905939.57
236220,2251709251.89,2627677498.11,593918750.0,451716251.893,5916456560.43,973626750.0,2836372810.43,1181905939.57
237,3749877010.86,2946668989.14,3596536000.0,1008468010.86,11493945346.8,6381563000.0,14932610346.8,7017776653.21
2371,11183000.0,18193000.0,1004554000.0,8667000.0,31727000.0,1284197000.0,3823390000.0,1887065000.0
23711,3727666.66667,6064333.33333,334851333.333,2889000.0,10575666.6667,428065666.667,1274463333.33,629021666.667
237110,3727666.66667,6064333.33333,334851333.333,2889000.0,10575666.6667,428065666.667,1274463333.33,629021666.667
23712,3727666.66667,6064333.33333,334851333.333,2889000.0,10575666.6667,428065666.667,1274463333.33,629021666.667
237120,3727666.66667,6064333.33333,334851333.333,2889000.0,10575666.6667,428065666.667,1274463333.33,629021666.667
23713,3727666.66667,6064333.33333,334851333.333,2889000.0,10575666.6667,428065666.667,1274463333.33,629021666.667
237130,3727666.66667,6064333.33333,334851333.333,2889000.0,10575666.6667,428065666.667,1274463333.33,629021666.667
2372,3654848010.86,2800557989.14,369362000.0,944193010.864,11270613346.8,1956496000.0,5993964346.79,1843790653.21
23721,3654848010.86,2800557989.14,369362000.0,944193010.864,11270613346.8,1956496000.0,5993964346.79,1843790653.21
237210,3654848010.86,2800557989.14,369362000.0,944193010.864,11270613346.8,1956496000.0,5993964346.79,1843790653.21
2379,83846000.0,127918000.0,2222620000.0,55608000.0,191605000.0,3140870000.0,5115256000.0,3286921000.0
23799,83846000.0,127918000.0,2222620000.0,55608000.0,191605000.0,3140870000.0,5115256000.0,3286921000.0
237990,83846000.0,127918000.0,2222620000.0,55608000.0,191605000.0,3140870000.0,5115256000.0,3286921000.0
238,617933012.409,739831987.591,4597070000.0,181352012.409,1137066396.08,7181519000.0,11260797396.1,7124587603.92
2381,8648000.0,210641000.0,615134000.0,4282000.0,272566000.0,865081000.0,1079097000.0,776347000.0
23811,1081000.0,26330125.0,76891750.0,535250.0,34070750.0,108135125.0,134887125.0,97043375.0
238110,1081000.0,26330125.0,76891750.0,535250.0,34070750.0,108135125.0,134887125.0,97043375.0
23812,1081000.0,26330125.0,76891750.0,535250.0,34070750.0,108135125.0,134887125.0,97043375.0
238120,1081000.0,26330125.0,76891750.0,535250.0,34070750.0,108135125.0,134887125.0,97043375.0
23813,1081000.0,26330125.0,76891750.0,535250.0,34070750.0,108135125.0,134887125.0,97043375.0
238130,1081000.0,26330125.0,76891750.0,535250.0,34070750.0,108135125.0,134887125.0,97043375.0
23814,1081000.0,26330125.0,76891750.0,535250.0,34070750.0,108135125.0,134887125.0,97043375.0
238140,1081000.0,26330125.0,76891750.0,535250.0,34070750.0,108135125.0,134887125.0,97043375.0
23815,1081000.0,26330125.0,76891750.0,535250.0,34070750.0,108135125.0,134887125.0,97043375.0
238150,1081000.0,26330125.0,76891750.0,535250.0,34070750.0,108135125.0,134887125.0,97043375.0
23816,1081000.0,26330125.0,76891750.0,535250.0,34070750.0,108135125.0,134887125.0,97043375.0
238160,1081000.0,26330125.0,76891750.0,535250.0,34070750.0,108135125.0,134887125.0,97043375.0
23817,1081000.0,26330125.0,76891750.0,535250.0,34070750.0,108135125.0,134887125.0,97043375.0
238170,1081000.0,26330125.0,76891750.0,535250.0,34070750.0,108135125.0,134887125.0,97043375.0
23819,1081000.0,26330125.0,76891750.0,535250.0,34070750.0,108135125.0,134887125.0,97043375.0
238190,1081000.0,26330125.0,76891750.0,535250.0,34070750.0,108135125.0,134887125.0,97043375.0
2382,58045012.4086,237513987.591,1319534000.0,56259012.4086,268074396.083,1655334000.0,2923864396.08,2325813603.92
23821,22418005.6164,89318994.3836,507553000.0,22417552.9977,92531179.2747,716368452.619,990980726.656,702088820.725
238210,22418005.6164,89318994.3836,507553000.0,22417552.9977,92531179.2747,716368452.619,990980726.656,702088820.725
23822,35627006.7922,148194993.208,811981000.0,33841459.4109,175543216.809,938965547.381,1932883669.43,1623724783.19
238220,35627006.7922,148194993.208,811981000.0,33841459.4109,175543216.809,938965547.381,1932883669.43,1623724783.19
2383,304514000.0,113748000.0,345494000.0,6472000.0,127336000.0,750087000.0,1061108000.0,450316000.0
23831,50752333.3333,18958000.0,57582333.3333,1078666.66667,21222666.6667,125014500.0,176851333.333,75052666.6667
238310,50752333.3333,18958000.0,57582333.3333,1078666.66667,21222666.6667,125014500.0,176851333.333,75052666.6667
23832,50752333.3333,18958000.0,57582333.3333,1078666.66667,21222666.6667,125014500.0,176851333.333,75052666.6667
238320,50752333.3333,18958000.0,57582333.3333,1078666.66667,21222666.6667,125014500.0,176851333.333,75052666.6667
23833,50752333.3333,18958000.0,57582333.3333,1078666.66667,21222666.6667,125014500.0,176851333.333,75052666.6667
238330,50752333.3333,18958000.0,57582333.3333,1078666.66667,21222666.6667,125014500.0,176851333.333,75052666.6667
23834,50752333.3333,18958000.0,57582333.3333,1078666.66667,21222666.6667,125014500.0,176851333.333,75052666.6667
238340,50752333.3333,18958000.0,57582333.3333,1078666.66667,21222666.6667,125014500.0,176851333.333,75052666.6667
23835,50752333.3333,18958000.0,57582333.3333,1078666.66667,21222666.6667,125014500.0,176851333.333,75052666.6667
238350,50752333.3333,18958000.0,57582333.3333,1078666.66667,21222666.6667,125014500.0,176851333.333,75052666.6667
23839,50752333.3333,18958000.0,57582333.3333,1078666.66667,21222666.6667,125014500.0,176851333.333,75052666.6667
238390,50752333.3333,18958000.0,57582333.3333,1078666.66667,21222666.6667,125014500.0,176851333.333,75052666.6667
2389,246726000.0,177929000.0,2316908000.0,114339000.0,469090000.0,3911017000.0,6196728000.0,3572111000.0
23891,123363000.0,88964500.0,1158454000.0,57169500.0,234545000.0,1955508500.0,3098364000.0,1786055500.0
238910,123363000.0,88964500.0,1158454000.0,57169500.0,234545000.0,1955508500.0,3098364000.0,1786055500.0
23899,123363000.0,88964500.0,1158454000.0,57169500.0,234545000.0,1955508500.0,3098364000.0,1786055500.0
238990,123363000.0,88964500.0,1158454000.0,57169500.0,234545000.0,1955508500.0,3098364000.0,1786055500.0
