"Page: 90  March 12, 2015"
""
"L.115 Property-Casualty Insurance Companies"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"Property-casualty insurance companies; total financial assets","    1360.5","    1380.0","    1442.3","    1533.7","    1588.6","    1499.4","    1533.7","    1541.4","    1559.8","    1574.9","    1588.6","    1",
"Property-casualty insurance companies; checkable deposits and currency; asset","      32.6","      24.1","      36.4","      29.7","      35.2","      30.6","      29.7","      33.4","      34.8","      35.7","      35.2","    2",
"Property-casualty insurance companies; money market mutual fund shares; asset","      25.6","      20.0","      22.3","      20.0","      21.7","      18.1","      20.0","      18.2","      20.0","      21.1","      21.7","    3",
"Property-casualty insurance companies; security repurchase agreements; asset","       3.8","       1.7","       1.8","       1.8","       1.9","       1.5","       1.8","       1.6","       1.7","       1.8","       1.9","    4",
"Property-casualty insurance companies; credit market instruments; asset","     890.6","     926.8","     927.8","     953.1","     967.0","     943.5","     953.1","     950.5","     954.1","     965.2","     967.0","    5",
"Property-casualty insurance companies; commercial paper; asset","       7.9","       8.8","       7.4","       8.0","       8.8","       6.9","       8.0","       7.3","       8.0","       8.5","       8.8","    6",
"Property-casualty insurance companies; Treasury securities; asset","      91.7","      96.4","      89.7","      95.7","     103.7","      91.3","      95.7","      95.5","      97.7","     101.4","     103.7","    7",
"Property-casualty insurance companies; agency- and GSE-backed securities; asset","     115.8","     122.7","     114.3","     108.7","     102.1","     110.2","     108.7","     106.7","     105.5","     104.8","     102.1","    8",
"Property-casualty insurance companies; municipal securities and loans; asset","     348.4","     331.0","     328.1","     325.8","     326.4","     326.8","     325.8","     325.8","     325.8","     326.5","     326.4","    9",
"Property-casualty insurance companies; corporate and foreign bonds; asset","     322.6","     363.1","     382.7","     406.9","     416.0","     401.2","     406.9","     407.0","     408.4","     414.8","     416.0","   10",
"Property-casualty insurance companies; commercial mortgages; asset","       4.1","       4.9","       5.6","       7.9","       9.9","       7.0","       7.9","       8.3","       8.8","       9.3","       9.9","   11",
"Property-casualty insurance companies; corporate equities; asset","     214.8","     220.8","     252.2","     310.1","     328.1","     280.5","     310.1","     312.4","     318.1","     318.5","     328.1","   12",
"Property-casualty insurance companies; mutual fund shares; asset","      10.2","       9.1","      11.8","      15.0","      17.4","      13.8","      15.0","      15.6","      16.5","      16.8","      17.4","   13",
"Property-casualty insurance companies; trade receivables; asset","      83.8","      87.2","      92.0","      95.2","     102.2","      98.3","      95.2","     100.1","     103.9","     103.4","     102.2","   14",
"Property-casualty insurance companies; U.S. direct investment abroad; asset","      99.1","      90.2","      98.0","     108.8","     115.0","     113.0","     108.8","     109.6","     110.6","     112.5","     115.0","   15",
"Property-casualty insurance companies; total liabilities","     823.2","     856.1","     880.5","     898.2","     909.9","     895.1","     898.2","     900.7","     908.1","     914.7","     909.9","   16",
"Property-casualty insurance companies; security repurchase agreements; liability","       1.5","       0.4","       0.8","       2.2","       3.2","       1.8","       2.2","       2.5","       2.8","       3.0","       3.2","   17",
"Property-casualty insurance companies; taxes payable (net); liability","     -10.1","     -14.5","     -10.8","       8.4","      13.3","      -2.5","       8.4","      10.2","       9.5","      10.2","      13.3","   18",
"Property-casualty insurance companies; foreign direct investment in U.S.; liability","      70.7","      73.9","      77.1","      74.5","      70.2","      82.6","      74.5","      74.0","      73.2","      72.2","      70.2","   19",
"Property-casualty insurance companies; total miscellaneous liabilities","     761.2","     796.4","     813.4","     813.1","     823.1","     813.3","     813.1","     814.0","     822.6","     829.3","     823.1","   20",
"Property-casualty insurance companies; net transactions due to holding companies; liability","       0.0","       0.0","      11.2","       5.2","       5.3","       5.3","       5.2","       4.7","       5.1","       5.1","       5.3","   21",
"Property-casualty insurance companies; policy payables; liability","     761.2","     796.4","     802.1","     807.8","     817.8","     808.0","     807.8","     809.3","     817.4","     824.2","     817.8","   22",
