"Page: 111  March 12, 2015"
""
"L.204 Checkable Deposits and Currency"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"Financial business; checkable deposits and currency; liability","    2359.8","    2594.3","    2853.8","    3186.5","    3538.0","    2924.6","    3186.5","    3183.8","    3295.7","    3356.9","    3538.0","    1",
"Monetary authority; checkable deposits and currency; liability","    1287.8","    1165.7","    1224.6","    1364.1","    1516.4","    1266.5","    1364.1","    1364.4","    1374.2","    1416.4","    1516.4","    2",
"Monetary authority; checkable deposits due to the federal government; liability","     340.9","      85.9","      92.9","     162.6","     223.7","      88.6","     162.6","     142.5","     139.4","     158.5","     223.7","    3",
"Monetary authority; checkable deposits due to government-sponsored enterprises; liability","      13.5","      64.6","      27.2","      25.9","      20.2","      24.1","      25.9","      10.8","      11.2","      26.9","      20.2","    4",
"Monetary authority; checkable deposits due to rest of the world; liability","       3.4","       0.2","       6.5","       8.0","       5.3","       9.0","       8.0","       7.0","       6.0","       5.3","       5.3","    5",
"Monetary authority; currency outside banks; liability","     930.0","    1015.0","    1098.1","    1167.6","    1267.3","    1144.9","    1167.6","    1204.1","    1217.6","    1225.7","    1267.3","    6",
"U.S.-chartered depository institutions; checkable deposits; liability","     941.1","    1260.5","    1431.7","    1579.8","    1716.2","    1429.1","    1579.8","    1558.5","    1649.1","    1670.1","    1716.2","    7",
"U.S.-chartered depository institutions; checkable deposits due to the federal government, including demand notes issued to U.S. Treasury and tax and loan accounts; liability","       3.6","       1.0","       1.3","       1.6","       2.5","       1.3","       1.6","       1.7","       1.8","       2.1","       2.5","    8",
"U.S.-chartered depository institutions; checkable deposits due to rest of the world; liability","      30.4","      56.1","      51.8","      51.2","      53.3","      49.6","      51.2","      52.8","      56.1","      52.2","      53.3","    9",
"U.S.-chartered depository institutions; checkable deposits due to private domestic sectors; liability","     907.0","    1203.5","    1378.5","    1527.1","    1660.4","    1378.2","    1527.1","    1504.0","    1591.2","    1615.9","    1660.4","   10",
"Foreign banking offices in the U.S.; checkable deposits; liability","      21.9","      45.6","      61.8","      92.6","     137.7","      82.0","      92.6","     101.7","     114.2","     114.2","     137.7","   11",
