"Page: 79  March 12, 2015"
""
"L.103 Nonfinancial Corporate Business"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"Nonfinancial corporate business; total financial assets","   14016.8","   14505.6","   15084.9","   16165.8","   16932.5","   15847.7","   16165.8","   16235.1","   16546.4","   16679.5","   16932.5","    1",
"Nonfinancial corporate business; private foreign deposits; asset","      40.6","      34.8","      35.4","      86.6","      88.2","      69.2","      86.6","      74.8","      86.4","      88.7","      88.2","    2",
"Nonfinancial corporate business; checkable deposits and currency; asset","     234.5","     264.2","     257.3","     323.9","     368.5","     284.4","     323.9","     286.1","     332.2","     346.1","     368.5","    3",
"Nonfinancial corporate business; total time and savings deposits; asset","     548.7","     561.9","     595.2","     644.9","     657.5","     649.9","     644.9","     661.7","     660.7","     630.1","     657.5","    4",
"Nonfinancial corporate business; money market mutual fund shares; asset","     497.8","     462.4","     480.6","     521.1","     555.5","     500.0","     521.1","     497.1","     493.4","     512.9","     555.5","    5",
"Nonfinancial corporate business; security repurchase agreements; asset","      12.1","      12.6","       9.7","       8.7","      12.9","      12.5","       8.7","      11.2","      13.4","      13.3","      12.9","    6",
"Nonfinancial corporate business; credit market instruments; asset","     229.4","     222.3","     209.7","     165.7","     160.7","     169.0","     165.7","     158.8","     153.2","     150.9","     160.7","    7",
"Nonfinancial corporate business; commercial paper; asset","      68.0","      67.9","      59.5","      37.7","      33.4","      42.2","      37.7","      34.6","      28.7","      29.2","      33.4","    8",
"Nonfinancial corporate business; Treasury securities; asset","      48.0","      43.0","      39.4","      39.9","      40.1","      38.2","      39.9","      38.1","      37.9","      37.1","      40.1","    9",
"Nonfinancial corporate business; agency- and GSE-backed securities; asset","      16.0","      14.3","      13.1","       9.3","      13.4","       7.7","       9.3","      10.7","      12.6","      12.4","      13.4","   10",
"Nonfinancial corporate business; municipal securities and loans; asset","      23.9","      22.3","      22.9","      11.5","       9.8","      14.0","      11.5","       9.8","       8.7","       7.3","       9.8","   11",
"Nonfinancial corporate business; total mortgages; asset","      28.0","      27.4","      25.5","      23.7","      21.8","      24.1","      23.7","      23.2","      22.7","      22.2","      21.8","   12",
