"Page: 130  March 12, 2015"
""
"L.231 Identified Miscellaneous Financial Claims - Part I"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"Federal government; U.S. equity in IBRD, etc.; asset","      52.3","      54.9","      57.3","      59.5","      63.5","      59.4","      59.5","      59.5","      61.2","      61.7","      63.5","    1",
"Federal government; U.S. equity in IBRD, etc.; asset","      52.3","      54.9","      57.3","      59.5","      63.5","      59.4","      59.5","      59.5","      61.2","      61.7","      63.5","    2",
"Monetary authority; Federal Reserve bank stock; liability","      26.5","      26.9","      27.4","      27.5","      28.6","      27.4","      27.5","      28.1","      28.2","      28.2","      28.6","    3",
"Monetary authority; Federal Reserve bank stock; liability","      26.5","      26.9","      27.4","      27.5","      28.6","      27.4","      27.5","      28.1","      28.2","      28.2","      28.6","    4",
"Government-sponsored enterprises; equity in government-sponsored enterprises (GSEs); liability","      49.0","      43.1","      41.2","      41.7","      43.1","      40.5","      41.7","      40.6","      42.1","      42.4","      43.1","    5",
"Nonfinancial corporate business; equity in Fannie Mae and Farm Credit System; asset","       0.6","       0.5","       0.6","       0.6","       0.7","       0.6","       0.6","       0.7","       0.7","       0.7","       0.7","    6",
"Nonfinancial noncorporate business; equity in Farm Credit System; asset","       6.7","       7.0","       7.2","       7.8","       8.7","       7.6","       7.8","       8.0","       8.1","       8.3","       8.7","    7",
"Federal government; equity in government-sponsored enterprises (GSEs); asset","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","    8",
"U.S.-chartered depository institutions; equity in FHLB; asset","      36.7","      30.6","      28.4","      27.8","      27.4","      27.0","      27.8","      26.2","      27.3","      27.2","      27.4","    9",
"Credit unions; equity in FHLB; asset","       2.2","       2.9","       2.9","       2.4","       2.8","       3.0","       2.4","       2.4","       2.6","       2.8","       2.8","   10",
"Life insurance companies, general accounts; equity in FHLB; asset","       2.9","       2.1","       2.2","       3.2","       3.5","       2.3","       3.2","       3.2","       3.4","       3.5","       3.5","   11",
"U.S.-chartered depository institutions; net transactions due to holding companies, excluding foreign bank subsidiaries; liability","    1632.8","    1709.0","    1889.2","    1937.3","    2128.3","    1898.0","    1937.3","    1978.7","    2030.3","    2058.9","    2128.3","   12",
"Property-casualty insurance companies; net transactions due to holding companies; liability","       0.0","       0.0","      11.2","       5.2","       5.3","       5.3","       5.2","       4.7","       5.1","       5.1","       5.3","   13",
"Life insurance companies; net transactions due to holding companies; liability","      62.7","      72.0","      17.2","      10.7","      11.5","      17.7","      10.7","      11.0","      11.5","      11.5","      11.5","   14",
"Finance companies; net transactions due to holding companies; liability","     115.0","      94.6","      91.1","      75.4","      62.8","      75.9","      75.4","      63.9","      63.1","      62.1","      62.8","   15",
"Security brokers and dealers; net transactions due to holding companies; liability","     626.6","     613.5","    1060.5","    1087.6","    1087.8","    1032.3","    1087.6","    1109.8","    1125.0","    1085.4","    1087.8","   16",
"Rest of the world; net transactions due to holding companies; liability","     135.6","     166.3","     114.7","      97.8","      92.1","     127.3","      97.8","      95.8","     100.7","      93.8","      92.1","   17",
"Holding companies; net transactions due from own subsidiaries; asset","    2572.7","    2655.4","    3184.0","    3214.0","    3387.8","    3156.6","    3214.0","    3263.8","    3335.9","    3316.8","    3387.8","   18",
"Nonfinancial corporate business; equity investment in finance company subsidiaries; asset","      60.7","      69.1","      71.7","      86.4","     101.4","      87.1","      86.4","     103.1","     101.9","     100.3","     101.4","   19",
"Nonfinancial corporate business; equity investment in finance company subsidiaries; asset","      60.7","      69.1","      71.7","      86.4","     101.4","      87.1","      86.4","     103.1","     101.9","     100.3","     101.4","   20",
"Foreign banking offices in the U.S.; equity investment by funding corporations; liability","     171.6","     137.8","     126.0","     123.5","     103.2","     118.7","     123.5","     123.9","     120.8","     127.8","     103.2","   21",
"Security brokers and dealers; investment by funding corporations; liability","     496.4","     549.7","     568.8","     584.3","     607.7","     588.1","     584.3","     586.6","     603.0","     605.2","     607.7","   22",
"Funding corporations; equity investment in own subsidiaries; asset","     667.9","     687.6","     694.8","     707.8","     710.9","     706.8","     707.8","     710.5","     723.8","     733.1","     710.9","   23",
"Funding corporations; equity investment in funds associated with PPIP; liability","       7.7","       8.8","       8.7","       8.7","       8.7","       8.7","       8.7","       8.7","       8.7","       8.7","       8.7","   24",
"Households and nonprofit organizations; equity investment in funding corporations under PPIP; asset","       3.8","       4.4","       4.4","       4.4","       4.4","       4.4","       4.4","       4.4","       4.4","       4.4","       4.4","   25",
"Federal government; equity investment in funding corporations under PPIP; asset","       3.8","       4.4","       4.4","       4.4","       4.4","       4.4","       4.4","       4.4","       4.4","       4.4","       4.4","   26",
