"Page: 124  March 12, 2015"
""
"L.221 Farm Mortgages 1"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"All sectors; farm mortgages; asset","     154.1","     167.2","     173.0","     178.1","     182.7","     176.8","     178.1","     179.2","     180.4","     181.5","     182.7","    1",
"Corporate farm business; farm mortgages; liability","      35.5","      40.0","      42.3","      44.1","      46.3","      43.7","      44.1","      44.6","      45.2","      45.8","      46.3","    2",
"Noncorporate farm business; farm mortgages; liability","     118.6","     127.2","     130.7","     134.0","     136.4","     133.2","     134.0","     134.6","     135.2","     135.8","     136.4","    3",
"All sectors; farm mortgages; asset","     154.1","     167.2","     173.0","     178.1","     182.7","     176.8","     178.1","     179.2","     180.4","     181.5","     182.7","    4",
"Households and nonprofit organizations; farm mortgages; asset","       6.8","      16.2","      10.6","       7.3","       6.4","       7.9","       7.3","       7.3","       6.9","       6.6","       6.4","    5",
"Nonfinancial noncorporate business; farm mortgages; asset","       0.8","       0.8","       0.9","       0.9","       0.9","       0.9","       0.9","       0.9","       0.9","       0.9","       0.9","    6",
"Federal government; farm mortgages; asset","       4.3","       4.5","       4.6","       4.2","       5.2","       4.6","       4.2","       4.3","       4.6","       5.1","       5.2","    7",
"State and local governments, excluding employee retirement funds; farm mortgages; asset","       1.0","       1.0","       1.0","       1.0","       1.0","       1.0","       1.0","       1.1","       1.1","       1.0","       1.0","    8",
"U.S.-chartered depository institutions; farm mortgages; asset (USDA)","      51.2","      52.9","      59.0","      60.4","      62.0","      60.0","      60.4","      60.8","      61.2","      61.6","      62.0","    9",
"Foreign banking offices in the U.S.; farm mortgages; asset","       0.0","       0.0","       0.0","       0.0","       0.2","       0.0","       0.0","       0.0","       0.2","       0.2","       0.2","   10",
"Life insurance companies; farm mortgages on farm land; asset","      12.4","      13.0","      13.0","      13.1","      13.4","      13.1","      13.1","      13.2","      13.3","      13.4","      13.4","   11",
"State and local government employee defined benefit retirement funds; farm mortgages; asset","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","   12",
"Government-sponsored enterprises; farm mortgages; asset","      73.8","      77.1","      82.0","      89.4","      91.8","      87.5","      89.4","      90.0","      90.6","      91.2","      91.8","   13",
"Agency-and GSE-backed mortgage pools; farm mortgages; asset","       3.8","       1.7","       1.9","       1.8","       1.8","       1.8","       1.8","       1.7","       1.7","       1.7","       1.8","   14",
