"Page: 126  March 12, 2015"
""
"L.223 Trade Credit"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"All sectors; trade payables; liability","    3370.8","    3452.5","    3574.2","    3742.4","    3902.1","    3714.8","    3742.4","    3762.8","    3831.3","    3869.8","    3902.1","    1",
"Nonprofit organizations; trade payables; liability","     248.8","     250.0","     254.0","     255.0","     258.1","     254.8","     255.0","     256.0","     256.9","     257.4","     258.1","    2",
"Nonfinancial corporate business; trade payables; liability","    1746.4","    1771.6","    1837.8","    1951.5","    2037.1","    1932.3","    1951.5","    1955.9","    1995.6","    2013.1","    2037.1","    3",
"Nonfinancial noncorporate business; trade payables; liability","     427.8","     435.7","     434.4","     441.9","     452.3","     442.4","     441.9","     444.6","     448.5","     450.7","     452.3","    4",
"Federal government; trade payables; liability","     209.7","     218.5","     231.9","     248.4","     271.5","     252.2","     248.4","     257.1","     266.7","     271.2","     271.5","    5",
"State and local governments, excluding employee retirement funds; trade payables; liability","     669.0","     707.4","     746.2","     785.8","     826.6","     775.8","     785.8","     795.8","     806.0","     816.3","     826.6","    6",
"Security brokers and dealers; trade payables; liability","      18.1","      14.3","      14.2","      14.5","      17.9","      13.3","      14.5","      14.8","      17.8","      19.9","      17.9","    7",
"Rest of the world; trade credit and advances; liability","      51.1","      55.1","      55.7","      45.3","      38.7","      44.0","      45.3","      38.6","      39.9","      41.3","      38.7","    8",
"All sectors; trade receivables; asset","    3132.4","    3245.3","    3321.8","    3482.1","    3639.6","    3552.5","    3482.1","    3576.9","    3673.6","    3689.4","    3639.6","    9",
"Nonfinancial corporate business; trade receivables; asset","    2156.5","    2240.3","    2292.1","    2432.1","    2542.7","    2507.5","    2432.1","    2502.3","    2582.8","    2598.5","    2542.7","   10",
"Nonfinancial noncorporate business; trade receivables; asset","     533.4","     539.2","     546.6","     558.2","     579.8","     554.5","     558.2","     561.4","     567.7","     572.3","     579.8","   11",
"Federal government; trade receivables; asset","      42.9","      47.7","      50.3","      48.8","      49.8","      50.6","      48.8","      50.6","      50.8","      50.8","      49.8","   12",
"State and local governments, excluding employee retirement funds; trade receivables; asset","     152.2","     154.5","     159.1","     167.5","     174.3","     166.2","     167.5","     168.0","     171.1","     172.5","     174.3","   13",
"Property-casualty insurance companies; trade receivables; asset","      83.8","      87.2","      92.0","      95.2","     102.2","      98.3","      95.2","     100.1","     103.9","     103.4","     102.2","   14",
"Issuers of asset-backed securities; trade receivables; asset","      51.8","      47.6","      41.2","      35.7","      31.3","      34.6","      35.7","      34.3","      33.9","      31.0","      31.3","   15",
"Rest of the world; trade receivables; asset","     111.8","     128.8","     140.5","     144.4","     159.5","     140.7","     144.4","     160.3","     163.4","     161.0","     159.5","   16",
"Instrument discrepancies; trade receivables","     238.5","     207.2","     252.4","     260.3","     262.5","     162.3","     260.3","     185.8","     157.8","     180.4","     262.5","   17",
