"Page: 122  March 12, 2015"
""
"L.217 Total Mortgages"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"All sectors; total mortgages; asset","   13795.3","   13489.6","   13277.9","   13285.4","   13428.5","   13267.6","   13285.4","   13273.3","   13301.6","   13358.4","   13428.5","    1",
"All sectors; home mortgages; asset","   10446.7","   10203.2","    9980.4","    9884.2","    9862.1","    9913.5","    9884.2","    9851.2","    9842.5","    9856.7","    9862.1","    2",
"All sectors; multifamily residential mortgages; asset","     852.2","     858.5","     892.9","     930.5","     994.1","     918.4","     930.5","     941.3","     952.4","     969.1","     994.1","    3",
"All sectors; commercial mortgages; asset","    2342.3","    2260.6","    2231.5","    2292.7","    2389.6","    2258.9","    2292.7","    2301.5","    2326.3","    2351.0","    2389.6","    4",
"All sectors; farm mortgages; asset","     154.1","     167.2","     173.0","     178.1","     182.7","     176.8","     178.1","     179.2","     180.4","     181.5","     182.7","    5",
"All sectors; total mortgages; asset","   13795.3","   13489.6","   13277.9","   13285.4","   13428.5","   13267.6","   13285.4","   13273.3","   13301.6","   13358.4","   13428.5","    6",
"Households and nonprofit organizations; total mortgages; liability","   10123.3","    9899.6","    9693.8","    9609.6","    9591.7","    9635.4","    9609.6","    9577.5","    9569.4","    9583.6","    9591.7","    7",
"Nonfinancial business; total mortgages; liability","    3495.9","    3400.4","    3389.7","    3473.6","    3627.0","    3435.1","    3473.6","    3490.5","    3525.3","    3567.9","    3627.0","    8",
"Nonfinancial corporate business; total mortgages; liability","     643.2","     569.8","     573.5","     598.3","     628.1","     582.8","     598.3","     598.8","     604.2","     612.5","     628.1","    9",
"Nonfinancial noncorporate business; total mortgages; liability","    2852.7","    2830.6","    2816.2","    2875.3","    2998.9","    2852.3","    2875.3","    2891.6","    2921.1","    2955.4","    2998.9","   10",
"Federal government; multifamily residential mortgages; liability","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","   11",
"Real estate investment trusts; total mortgages; liability","     176.1","     189.5","     194.4","     202.2","     209.8","     197.1","     202.2","     205.3","     206.9","     206.9","     209.8","   12",
"All sectors; total mortgages; asset","   13795.3","   13489.6","   13277.9","   13285.4","   13428.5","   13267.6","   13285.4","   13273.3","   13301.6","   13358.4","   13428.5","   13",
"Households and nonprofit organizations; total mortgages; asset","     100.1","     100.8","      86.9","      76.0","      68.6","      78.5","      76.0","      74.3","      72.3","      70.3","      68.6","   14",
"Nonfinancial corporate business; total mortgages; asset","      28.0","      27.4","      25.5","      23.7","      21.8","      24.1","      23.7","      23.2","      22.7","      22.2","      21.8","   15",
"Nonfinancial noncorporate business; total mortgages; asset","      42.1","      42.5","      43.1","      44.0","      45.7","      43.7","      44.0","      44.3","      44.8","      45.1","      45.7","   16",
"Federal government; total mortgages; asset","     106.6","     109.9","     111.5","     115.5","     117.2","     114.1","     115.5","     116.0","     116.5","     117.3","     117.2","   17",
"State and local governments, excluding employee retirement funds; total mortgages; asset","     204.6","     202.1","     206.7","     209.7","     209.9","     209.8","     209.7","     212.8","     210.9","     208.4","     209.9","   18",
"U.S.-chartered depository institutions; total mortgages; asset","    4194.9","    4049.6","    4028.8","    3983.5","    4090.8","    3975.3","    3983.5","    3991.3","    4039.0","    4057.9","    4090.8","   19",
"Foreign banking offices in the U.S.; total mortgages; asset","      35.4","      32.8","      30.9","      30.3","      37.6","      29.8","      30.3","      32.2","      34.2","      35.5","      37.6","   20",
"Banks in U.S.-affiliated areas; total mortgages; asset","      35.8","      33.4","      34.9","      32.4","      30.4","      31.6","      32.4","      32.0","      31.8","      30.9","      30.4","   21",
"Credit unions; home mortgages; asset","     317.0","     320.5","     327.8","     345.9","     371.8","     340.4","     345.9","     350.4","     357.2","     366.5","     371.8","   22",
"Property-casualty insurance companies; commercial mortgages; asset","       4.1","       4.9","       5.6","       7.9","       9.9","       7.0","       7.9","       8.3","       8.8","       9.3","       9.9","   23",
"Life insurance companies; total mortgages; asset","     317.5","     332.5","     344.4","     363.2","     384.2","     357.2","     363.2","     365.2","     369.9","     375.8","     384.2","   24",
"Private pension funds; total mortgages; asset","      26.5","      21.9","      23.1","      19.7","      19.5","      20.5","      19.7","      18.9","      19.8","      20.8","      19.5","   25",
"State and local government employee defined benefit retirement funds; total mortgages; asset","      11.9","      11.9","      11.2","       8.6","      11.8","       9.7","       8.6","      11.0","      12.1","      11.5","      11.8","   26",
"Government-sponsored enterprises; total mortgages; asset","    5021.0","    4924.0","    4823.5","    4877.8","    4868.8","    4872.0","    4877.8","    4861.0","    4840.1","    4854.8","    4868.8","   27",
"Agency-and GSE-backed mortgage pools; total mortgages; asset","    1139.5","    1304.8","    1437.0","    1569.4","    1644.9","    1540.8","    1569.4","    1585.8","    1600.0","    1623.6","    1644.9","   28",
"Issuers of asset-backed securities; total mortgages; asset","    1922.3","    1703.4","    1492.9","    1221.6","    1120.7","    1248.1","    1221.6","    1169.8","    1150.7","    1136.1","    1120.7","   29",
"Finance companies; total mortgages; asset","     243.5","     211.2","     179.5","     157.0","     148.0","     165.9","     157.0","     154.1","     149.6","     148.2","     148.0","   30",
"Real estate investment trusts; total mortgages; asset","      44.6","      56.1","      64.5","     199.3","     227.2","     199.1","     199.3","     222.8","     221.3","     224.0","     227.2","   31",
