"Page: 125  March 12, 2015"
""
"L.222 Consumer Credit"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"Households and nonprofit organizations; consumer credit; liability","    2647.4","    2755.9","    2923.6","    3097.9","    3316.3","    3036.6","    3097.9","    3104.0","    3170.7","    3247.4","    3316.3","    1",
"Households and nonprofit organizations; consumer credit; liability","    2647.4","    2755.9","    2923.6","    3097.9","    3316.3","    3036.6","    3097.9","    3104.0","    3170.7","    3247.4","    3316.3","    2",
"Nonprofit organizations; consumer credit, student loans; asset","      78.4","      74.5","      65.6","      59.1","      53.2","      60.0","      59.1","      57.8","      56.5","      54.8","      53.2","    3",
"Nonfinancial corporate business; consumer credit; asset","      45.5","      47.4","      49.2","      43.5","      42.3","      42.8","      43.5","      42.4","      42.6","      42.8","      42.3","    4",
"Nonfinancial noncorporate business; consumer credit; asset","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","    5",
"Federal government; consumer credit, student loans; asset","     356.2","     484.7","     616.8","     729.8","     841.9","     713.5","     729.8","     770.9","     786.0","     825.9","     841.9","    6",
"U.S.-chartered depository institutions; consumer credit; asset","    1185.5","    1192.6","    1218.6","    1271.6","    1343.1","    1231.4","    1271.6","    1246.5","    1284.2","    1305.4","    1343.1","    7",
"Credit unions; consumer credit; asset","     226.5","     223.0","     243.6","     265.6","     302.1","     261.9","     265.6","     269.2","     283.5","     292.7","     302.1","    8",
"Government-sponsored enterprises; consumer credit held by Sallie Mae; asset","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","    9",
"Issuers of asset-backed securities; consumer credit; asset","      50.3","      46.2","      50.0","      49.1","      49.6","      48.5","      49.1","      47.3","      46.3","      49.1","      49.6","   10",
"Finance companies; consumer credit; asset","     705.0","     687.6","     679.8","     679.1","     684.2","     678.5","     679.1","     669.9","     671.7","     676.6","     684.2","   11",
"Households and nonprofit organizations; revolving consumer credit; liability","     840.0","     841.7","     846.7","     857.6","     889.0","     820.9","     857.6","     817.6","     839.1","     849.2","     889.0","   12",
"Households and nonprofit organizations; consumer credit, automobile loans; liability","     713.3","     751.0","     808.9","     878.7","     956.5","     866.4","     878.7","     892.1","     918.1","     943.5","     956.5","   13",
"Households and nonprofit organizations; student loans; liability","     912.4","    1012.3","    1131.3","    1223.0","    1322.3","    1211.0","    1223.0","    1261.7","    1274.6","    1311.5","    1322.3","   14",
"Households and nonprofit organizations; non-revolving consumer credit; liability","     181.7","     150.9","     136.7","     138.6","     148.5","     138.2","     138.6","     132.5","     139.0","     143.2","     148.5","   15",
