"Page: 81  March 12, 2015"
""
"L.105 General Government 1"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"General government; total financial assets","    4384.4","    4147.8","    4359.8","    4611.0","    4869.9","    4495.4","    4611.0","    4672.8","    4684.6","    4728.9","    4869.9","    1",
"Federal government; U.S. official reserve assets","      95.1","     110.9","     114.2","     109.8","     100.6","     112.6","     109.8","     109.3","     110.1","     103.7","     100.6","    2",
"General government; checkable deposits and currency; asset","     446.9","     205.8","     209.3","     286.9","     365.2","     203.6","     286.9","     263.8","     260.5","     283.4","     365.2","    3",
"General government; total time and savings deposits; asset","     242.6","     257.9","     291.5","     303.5","     324.4","     300.9","     303.5","     315.4","     312.6","     319.1","     324.4","    4",
"State and local governments, excluding employee retirement funds; money market mutual fund shares; asset","     151.1","     153.0","     158.7","     163.3","     165.8","     162.8","     163.3","     166.3","     165.4","     164.0","     165.8","    5",
"State and local governments, excluding employee retirement funds; security repurchase agreements; asset","     125.6","     120.8","     125.8","     129.9","     132.3","     129.4","     129.9","     132.4","     131.8","     130.8","     132.3","    6",
"General government; credit market instruments; asset","    2390.4","    2342.3","    2479.7","    2573.1","    2677.6","    2561.4","    2573.1","    2622.8","    2627.7","    2643.2","    2677.6","    7",
"State and local governments, excluding employee retirement funds; commercial paper; asset","     102.7","      90.4","      83.4","      75.4","      66.3","      77.8","      75.4","      74.2","      71.3","      68.2","      66.3","    8",
"State and local governments, excluding employee retirement funds; Treasury securities, including SLGS; asset","     595.6","     559.1","     599.1","     584.1","     601.2","     582.7","     584.1","     584.1","     588.3","     581.8","     601.2","    9",
"General government; agency- and GSE-backed securities; asset","     665.9","     534.9","     494.7","     481.3","     461.2","     486.8","     481.3","     483.2","     473.7","     463.1","     461.2","   10",
"State and local governments, excluding employee retirement funds; municipal securities and loans; asset","      12.9","      13.1","      13.4","      13.6","      13.6","      13.6","      13.6","      13.8","      13.7","      13.5","      13.6","   11",
"General government; corporate and foreign bonds; asset","     166.3","     163.9","     167.4","     169.7","     169.9","     169.8","     169.7","     172.2","     170.6","     168.7","     169.9","   12",
"General government; total mortgages; asset","     311.2","     312.0","     318.2","     325.1","     327.1","     323.9","     325.1","     328.7","     327.4","     325.7","     327.1","   13",
