"Page: 82  March 12, 2015"
""
"L.106 Federal Government"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"Federal government; total financial assets","    1612.2","    1411.3","    1516.9","    1713.7","    1902.9","    1620.1","    1713.7","    1742.2","    1763.4","    1821.8","    1902.9","    1",
"Federal government; U.S. official reserve assets","      95.1","     110.9","     114.2","     109.8","     100.6","     112.6","     109.8","     109.3","     110.1","     103.7","     100.6","    2",
"Federal government; checkable deposits and currency; asset","     342.3","      84.6","      92.2","     163.0","     224.2","      88.6","     163.0","     142.6","     139.6","     160.5","     224.2","    3",
"Federal government; total time and savings deposits; asset","       2.0","       1.7","       2.0","       1.5","       1.7","       1.9","       1.5","       1.5","       1.5","       1.6","       1.7","    4",
"Federal government; credit market instruments; asset","     792.4","     810.7","     915.6","    1039.8","    1156.0","    1021.4","    1039.8","    1083.0","    1099.7","    1140.0","    1156.0","    5",
"Federal government; agency- and GSE-backed securities; asset","     149.2","      31.1","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","    6",
"Federal government; corporate bonds issued by commercial banking under TARP; asset","       0.9","       0.8","       0.6","       0.6","       0.5","       0.6","       0.6","       0.5","       0.5","       0.5","       0.5","    7",
"Federal government; other loans and advances; asset","     179.5","     184.3","     186.7","     193.9","     196.4","     193.3","     193.9","     195.7","     196.6","     196.3","     196.4","    8",
"Federal government; total mortgages; asset","     106.6","     109.9","     111.5","     115.5","     117.2","     114.1","     115.5","     116.0","     116.5","     117.3","     117.2","    9",
"Federal government; consumer credit, student loans; asset","     356.2","     484.7","     616.8","     729.8","     841.9","     713.5","     729.8","     770.9","     786.0","     825.9","     841.9","   10",
"Federal government; corporate equities; asset","      49.9","      57.8","      39.9","      35.1","      33.4","      35.3","      35.1","      34.9","      34.7","      33.6","      33.4","   11",
"Federal government; trade receivables; asset","      42.9","      47.7","      50.3","      48.8","      49.8","      50.6","      48.8","      50.6","      50.8","      50.8","      49.8","   12",
"Federal government; taxes receivable; asset","     144.3","     152.8","     158.6","     165.8","     173.0","     164.0","     165.8","     167.6","     169.4","     171.2","     173.0","   13",
"Federal government; total miscellaneous assets","     143.2","     145.1","     144.0","     149.9","     164.1","     145.7","     149.9","     152.7","     157.6","     160.4","     164.1","   14",
"Federal government; total liabilities","   12812.7","   13996.3","   15252.9","   16130.5","   16922.6","   15825.5","   16130.5","   16424.3","   16413.9","   16650.7","   16922.6","   15",
"Federal government; special drawing rights (SDRs) allocations; liability","      54.4","      54.2","      54.3","      54.4","      51.2","      54.2","      54.4","      54.6","      54.6","      52.4","      51.2","   16",
"Monetary authority; SDR certificates issued by federal government; asset","       5.2","       5.2","       5.2","       5.2","       5.2","       5.2","       5.2","       5.2","       5.2","       5.2","       5.2","   17",
"Federal government; Treasury currency; liability","      25.9","      25.9","      25.9","      25.6","      25.3","      25.6","      25.6","      25.6","      25.6","      25.3","      25.3","   18",
"Federal government; credit market instruments; liability","    9385.6","   10453.6","   11593.7","   12352.8","   13019.9","   11981.9","   12352.8","   12614.8","   12568.4","   12779.4","   13019.9","   19",
"Federal government; U.S. savings securities; liability","     188.0","     185.3","     182.5","     179.2","     176.0","     180.0","     179.2","     178.4","     177.7","     176.8","     176.0","   20",
"Federal government; Treasury bills; liability","    1768.9","    1519.5","    1626.5","    1590.6","    1456.7","    1527.9","    1590.6","    1650.2","    1386.4","    1409.6","    1456.7","   21",
"Federal government; Other Treasury securities, excluding U.S. savings securities and Treasury bills, and including special U.S. Treasury securities held by FHLB; liability","    7404.6","    8723.6","    9759.9","   10558.5","   11362.9","   10248.8","   10558.5","   10762.2","   10980.3","   11169.2","   11362.9","   22",
"Federal government; budget agency securities; liability","      24.2","      25.3","      24.9","      24.5","      24.4","      25.1","      24.5","      24.0","      24.0","      23.9","      24.4","   23",
"Federal government; multifamily residential mortgages; liability","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","   24",
"Federal government; trade payables; liability","     209.7","     218.5","     231.9","     248.4","     271.5","     252.2","     248.4","     257.1","     266.7","     271.2","     271.5","   25",
"Federal government; life insurance reserves; liability","      48.7","      50.0","      50.3","      50.5","      51.3","      50.4","      50.5","      50.5","      50.6","      50.9","      51.3","   26",
"Federal government; total miscellaneous liabilities, including nonmarketable government securities held by federal government retirement funds","    3083.1","    3189.0","    3291.6","    3393.7","    3498.2","    3456.1","    3393.7","    3416.5","    3442.8","    3466.2","    3498.2","   27",
"Federal government retirement funds; nonmarketable Treasury securities; asset","    1142.9","    1213.7","    1254.1","    1352.3","    1421.1","    1161.5","    1352.3","    1339.7","    1342.6","    1361.8","    1421.1","   28",
"Federal government retirement funds; claims of pension fund on sponsor; asset","    1733.7","    1750.7","    1800.0","    1792.1","    1818.0","    2061.2","    1792.1","    1828.4","    1849.3","    1853.7","    1818.0","   29",
"Federal government; total miscellaneous liabilities, excluding nonmarketable securities held by federal government retirement funds","     206.5","     224.6","     237.5","     249.2","     259.1","     233.4","     249.2","     248.4","     251.0","     250.7","     259.1","   30",
