"Page: 129  March 12, 2015"
""
"L.230 Total Miscellaneous Financial Claims"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"All sectors; total miscellaneous liabilities","   15900.2","   16561.4","   17182.9","   16966.8","   17498.8","   17304.7","   16966.8","   17131.6","   17216.9","   17455.9","   17498.8","    1",
"Life insurance companies, general accounts; deferred and unpaid life insurance premiums; asset","      24.7","      24.3","      24.9","      27.9","      29.9","      26.8","      27.9","      28.9","      30.2","      29.6","      29.9","    2",
"Nonfinancial corporate business; total miscellaneous liabilities","    3295.3","    3551.8","    3674.8","    3864.9","    3890.2","    3833.8","    3864.9","    3857.4","    3922.6","    3959.3","    3890.2","    3",
"Nonfinancial noncorporate business; unidentified miscellaneous liabilities","    1192.4","    1226.8","    1244.1","    1249.8","    1249.5","    1250.1","    1249.8","    1252.3","    1251.9","    1245.3","    1249.5","    4",
"Federal government; total miscellaneous liabilities, including nonmarketable government securities held by federal government retirement funds","    3083.1","    3189.0","    3291.6","    3393.7","    3498.2","    3456.1","    3393.7","    3416.5","    3442.8","    3466.2","    3498.2","    5",
"State and local government employee defined benefit retirement funds; claims of pension fund on sponsor; asset","    1343.4","    1648.3","    1622.2","    1204.1","    1290.2","    1353.1","    1204.1","    1276.3","    1173.6","    1277.9","    1290.2","    6",
"Monetary authority; total miscellaneous liabilities","      58.4","      31.7","      33.7","      43.5","      46.9","      41.2","      43.5","      47.8","      50.0","      50.3","      46.9","    7",
"U.S.-chartered depository institutions; total miscellaneous liabilities","    2247.6","    2236.1","    2446.4","    2516.2","    2845.4","    2480.6","    2516.2","    2565.3","    2644.6","    2738.0","    2845.4","    8",
"Foreign banking offices in the U.S.; total miscellaneous liabilities","     293.3","     303.4","     267.8","     234.6","     222.8","     240.7","     234.6","     236.0","     232.6","     248.4","     222.8","    9",
"Banks in U.S.-affiliated areas; unidentified miscellaneous liabilities","      23.3","      19.4","      17.3","      14.3","      12.7","      15.7","      14.3","      14.8","      15.3","      12.6","      12.7","   10",
"Credit unions; unidentified miscellaneous liabilities","      11.1","      12.4","      12.7","      14.2","      10.1","      15.4","      14.2","      13.8","      16.1","      16.9","      10.1","   11",
