"Page: 114  March 12, 2015"
""
"L.208 Open Market Paper"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"All sectors; open market paper; liability","    1057.6","     969.3","     952.4","     951.6","     930.4","     976.9","     951.6","     992.2","    1005.5","     996.1","     930.4","    1",
"All sectors; commercial paper; liability","    1057.5","     969.2","     952.4","     951.6","     930.4","     976.9","     951.6","     992.2","    1005.5","     996.1","     930.4","    2",
"Nonfinancial corporate business; commercial paper; liability","      82.9","     116.3","     130.3","     144.5","     182.4","     171.2","     144.5","     180.2","     185.9","     208.5","     182.4","    3",
"Rest of the world; commercial paper; liability","     398.6","     345.1","     373.0","     407.0","     384.3","     405.9","     407.0","     413.8","     435.1","     390.7","     384.3","    4",
"Rest of the world; commercial paper issued by nonfinancial firms; liability","      30.6","      30.2","      40.4","      51.6","      45.1","      57.5","      51.6","      49.6","      62.0","      64.6","      45.1","    5",
"Rest of the world; commercial paper issued by financial firms; liability","     368.0","     314.9","     332.6","     355.4","     339.3","     348.4","     355.4","     364.3","     373.1","     326.1","     339.3","    6",
"Financial business; commercial paper; liability","     575.9","     507.8","     449.1","     400.2","     363.6","     399.9","     400.2","     398.2","     384.5","     396.9","     363.6","    7",
"U.S.-chartered depository institutions; asset-backed commercial paper; liability","     112.9","     120.6","      87.5","      59.7","      54.5","      57.3","      59.7","      58.4","      56.0","      54.7","      54.5","    8",
"Issuers of asset-backed securities; commercial paper, excluding U.S.-chartered commercial banks' asset-backed commercial paper; liability","     120.2","      96.0","      87.0","      79.9","      64.8","      79.2","      79.9","      73.7","      70.8","      70.4","      64.8","    9",
"Finance companies; commercial paper; liability","     111.0","     121.0","     129.1","     118.8","     117.3","     124.9","     118.8","     114.0","     109.8","     115.8","     117.3","   10",
"Mortgage real estate investment trusts; commercial paper; liability","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","   11",
"Holding companies; commercial paper; liability","      64.7","      75.9","     116.4","      96.6","      77.0","     109.4","      96.6","      89.7","      91.3","      81.9","      77.0","   12",
"Funding corporations; commercial paper; liability","     167.1","      94.3","      29.0","      45.2","      50.1","      29.1","      45.2","      62.4","      56.6","      74.1","      50.1","   13",
"Private depository institutions; bankers' acceptances; liability","       0.1","       0.1","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","   14",
"U.S.-chartered depository institutions; bankers' acceptances; liability","       0.1","       0.1","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","   15",
"Foreign banking offices in the U.S.; bankers' acceptances; liability","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","   16",
"All sectors; open market paper; liability","    1057.6","     969.3","     952.4","     951.6","     930.4","     976.9","     951.6","     992.2","    1005.5","     996.1","     930.4","   17",
"Nonprofit organizations; commercial paper; asset","      21.1","      19.4","      18.8","      15.0","      14.9","      17.6","      15.0","      15.9","      16.1","      15.9","      14.9","   18",
"Nonfinancial corporate business; commercial paper; asset","      68.0","      67.9","      59.5","      37.7","      33.4","      42.2","      37.7","      34.6","      28.7","      29.2","      33.4","   19",
"State and local governments, excluding employee retirement funds; commercial paper; asset","     102.7","      90.4","      83.4","      75.4","      66.3","      77.8","      75.4","      74.2","      71.3","      68.2","      66.3","   20",
"Monetary authority; bankers' acceptances; asset","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","   21",
"U.S.-chartered depository institutions; open market paper; asset","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","   22",
"Foreign banking offices in the U.S.; bankers' acceptances; asset","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","   23",
"Credit unions; commercial paper held by Corporate Credit Unions; asset","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","   24",
"Property-casualty insurance companies; commercial paper; asset","       7.9","       8.8","       7.4","       8.0","       8.8","       6.9","       8.0","       7.3","       8.0","       8.5","       8.8","   25",
"Life insurance companies; commercial paper; asset","      40.9","      29.7","      43.6","      46.7","      47.4","      44.4","      46.7","      46.2","      44.6","      45.2","      47.4","   26",
"Private pension funds; total commercial paper; asset","      40.2","      42.6","      37.7","      34.4","      36.2","      36.2","      34.4","      35.5","      36.2","      36.1","      36.2","   27",
"State and local government employee retirement funds; commercial paper; asset","      41.9","      44.0","      42.7","      51.4","      42.2","      46.8","      51.4","      47.9","      44.0","      44.6","      42.2","   28",
"Money market mutual funds; open market paper; asset","     394.2","     354.2","     340.8","     352.0","     333.5","     357.7","     352.0","     354.4","     341.2","     331.6","     333.5","   29",
"Mutual funds; commercial paper; asset","      66.3","      40.0","      77.5","     105.2","     112.7","     104.6","     105.2","     113.9","     127.9","     118.3","     112.7","   30",
"Government-sponsored enterprises; commercial paper; asset","       9.9","       6.5","       3.4","       4.4","       6.3","       5.0","       4.4","       4.8","       5.7","       6.0","       6.3","   31",
"Security brokers and dealers; commercial paper; asset","      36.2","      42.1","      29.9","      28.7","      20.8","      31.0","      28.7","      34.4","      32.4","      20.9","      20.8","   32",
"Funding corporations; commercial paper; asset","     126.2","     121.1","     105.0","      90.8","     102.9","     117.1","      90.8","     116.7","     132.3","     152.5","     102.9","   33",
"Rest of the world; commercial paper; asset","     102.1","     102.7","     102.8","     101.7","     104.7","      89.6","     101.7","     106.4","     117.3","     119.2","     104.7","   34",
