"Page: 77  March 12, 2015"
""
"L.101 Households and Nonprofit Organizations 1"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"Households and nonprofit organizations; total financial assets","   52883.3","   53866.3","   58075.8","   64947.2","   67992.2","   62783.3","   64947.2","   65686.1","   66968.6","   66776.0","   67992.2","    1",
"Households and nonprofit organizations; total currency and deposits including money market fund shares; asset","    8071.1","    8747.6","    9275.4","    9655.3","   10231.4","    9423.8","    9655.3","    9822.3","    9848.7","    9989.3","   10231.4","    2",
"Households and nonprofit organizations; private foreign deposits; asset","      67.3","      57.4","      49.7","      52.5","      53.4","      56.7","      52.5","      51.5","      50.3","      53.5","      53.4","    3",
"Households and nonprofit organizations; checkable deposits and currency; asset","     423.7","     752.2","     921.2","    1067.1","    1186.5","     930.3","    1067.1","    1117.8","    1149.6","    1144.7","    1186.5","    4",
"Households and nonprofit organizations; total time and savings deposits; asset","    6450.8","    6822.2","    7194.3","    7400.0","    7871.7","    7342.2","    7400.0","    7553.7","    7579.2","    7703.4","    7871.7","    5",
"Households and nonprofit organizations; money market mutual fund shares; asset","    1129.3","    1115.9","    1110.2","    1135.7","    1119.9","    1094.5","    1135.7","    1099.2","    1069.5","    1087.7","    1119.9","    6",
"Households and nonprofit organizations; credit market instruments; asset","    4915.7","    4390.0","    4201.0","    3874.8","    3355.8","    3892.6","    3874.8","    3670.0","    3500.3","    3434.4","    3355.8","    7",
"Nonprofit organizations; commercial paper; asset","      21.1","      19.4","      18.8","      15.0","      14.9","      17.6","      15.0","      15.9","      16.1","      15.9","      14.9","    8",
"Households and nonprofit organizations; Treasury securities, including U.S. savings bonds; asset","    1124.4","     709.2","     937.1","     953.7","     705.9","     985.6","     953.7","     904.9","     724.4","     727.5","     705.9","    9",
"Households and nonprofit organizations; agency- and GSE-backed securities; asset","     332.7","     303.9","     163.7","     112.2","       1.1","     105.8","     112.2","      14.3","      22.6","       6.1","       1.1","   10",
"Households and nonprofit organizations; municipal securities and loans; asset","    1871.4","    1806.0","    1662.4","    1618.4","    1540.4","    1641.1","    1618.4","    1609.4","    1604.1","    1555.0","    1540.4","   11",
