"Page: 85  March 12, 2015"
""
"L.109 Monetary Authority 1"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"Monetary authority; total financial assets","    2453.2","    2947.2","    2954.9","    4073.8","    4555.4","    3787.1","    4073.8","    4290.4","    4429.6","    4507.5","    4555.4","    1",
"Monetary authority; U.S. official reserve assets","      37.0","      36.8","      35.8","      34.6","      32.0","      35.0","      34.6","      34.8","      34.9","      33.2","      32.0","    2",
"Monetary authority; SDR certificates issued by federal government; asset","       5.2","       5.2","       5.2","       5.2","       5.2","       5.2","       5.2","       5.2","       5.2","       5.2","       5.2","    3",
"Monetary authority; Treasury currency; asset","      43.5","      44.2","      44.8","      45.5","      46.3","      45.3","      45.5","      45.7","      46.0","      46.2","      46.3","    4",
"Monetary authority; Federal Reserve float; asset","      -1.4","      -0.6","      -0.5","      -1.0","      -0.6","      -0.6","      -1.0","      -0.5","      -0.5","      -0.9","      -0.6","    5",
"Monetary authority; loans to domestic banks, including AMLF; asset","       0.2","       0.2","       0.1","       0.1","       0.1","       0.2","       0.1","       0.0","       0.2","       0.3","       0.1","    6",
"Monetary authority; loans to domestic banks through the discount window; asset","       0.2","       0.2","       0.1","       0.1","       0.1","       0.2","       0.1","       0.0","       0.2","       0.3","       0.1","    7",
"U.S.-chartered depository institutions; commercial paper funded by borrowing from the Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility (AMLF); asset","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","    8",
"Monetary authority; security repurchase agreements; asset","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","    9",
"Monetary authority; credit market instruments; asset","    2259.2","    2635.6","    2670.1","    3756.3","    4236.9","    3475.1","    3756.3","    3970.1","    4108.2","    4188.2","    4236.9","   10",
"Monetary authority; bankers' acceptances; asset","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","       0.0","   11",
"Monetary authority; Treasury securities; asset","    1021.5","    1663.4","    1666.1","    2208.8","    2461.4","    2072.3","    2208.8","    2319.6","    2400.6","    2451.7","    2461.4","   12",
