"Page: 127  March 12, 2015"
""
"L.227 Taxes Payable by Businesses"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"All sectors; taxes payable; liability","      53.1","      74.0","      79.5","      91.3","     127.0","      80.2","      91.3","     110.1","     114.7","     122.0","     127.0","    1",
"Nonfinancial corporate business; taxes payable; liability","      42.9","      51.7","      54.0","      45.0","      53.7","      49.7","      45.0","      51.2","      47.1","      55.7","      53.7","    2",
"Nonfinancial noncorporate business; taxes payable; liability","      99.2","     100.3","     102.3","     105.5","     111.3","     104.5","     105.5","     106.3","     108.0","     109.3","     111.3","    3",
"U.S.-chartered depository institutions; taxes payable (net); liability","     -59.6","     -49.1","     -47.6","     -47.4","     -31.9","     -52.9","     -47.4","     -39.7","     -32.4","     -35.3","     -31.9","    4",
"Property-casualty insurance companies; taxes payable (net); liability","     -10.1","     -14.5","     -10.8","       8.4","      13.3","      -2.5","       8.4","      10.2","       9.5","      10.2","      13.3","    5",
"Life insurance companies, general accounts; taxes payable (net); liability","     -28.8","     -23.6","     -28.3","     -30.5","     -30.4","     -30.1","     -30.5","     -29.3","     -29.5","     -30.4","     -30.4","    6",
"Finance companies; taxes payable; liability","       6.0","       6.7","       6.7","       6.8","       7.0","       7.0","       6.8","       6.8","       6.8","       7.0","       7.0","    7",
"Security brokers and dealers; taxes payable; liability","       3.6","       2.5","       3.1","       3.7","       4.0","       4.6","       3.7","       4.5","       5.1","       5.4","       4.0","    8",
"All sectors; taxes receivable; asset","     262.1","     272.8","     279.9","     289.6","     310.2","     287.4","     289.6","     296.2","     297.0","     304.5","     310.2","    9",
"Federal government; taxes receivable; asset","     144.3","     152.8","     158.6","     165.8","     173.0","     164.0","     165.8","     167.6","     169.4","     171.2","     173.0","   10",
"State and local governments, excluding employee retirement funds; taxes receivable; asset","     117.8","     120.0","     121.3","     123.8","     137.2","     123.4","     123.8","     128.6","     127.6","     133.3","     137.2","   11",
"Instrument discrepancies; taxes receivable","    -209.0","    -198.8","    -200.4","    -198.3","    -183.2","    -207.1","    -198.3","    -186.1","    -182.3","    -182.5","    -183.2","   12",
